DateArretComptable;CodeSociete;CompteLocal;IDFournisseurExterne;CodeTache;CodeFolio;Libelle;Quantite;Type;Montant;Devise;DatePiece;NumeroPiece;TauxTVA;Nature1;Nature2;TypeTVA;DateEcheance;IdScanFacture;OrigineScanFacture;CodeRegion;SourceFileId;ApplicationSource
25/08/2026;0001;401100;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279089 062026;0;STANDARD;67,00;EUR;04/06/2026;279089;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;615510;27158-FRA94800;GK0001091P;VFF;Facture AUTOVISION 279089 062026;1;STANDARD;67,00;EUR;04/06/2026;279089;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;401100;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279110 062026;0;STANDARD;80,00;EUR;05/06/2026;279110;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;615510;27158-FRA94800;GK0811088R;VFF;Facture AUTOVISION 279110 062026;1;STANDARD;66,67;EUR;05/06/2026;279110;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;445661;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279110 062026;0;STANDARD;13,33;EUR;05/06/2026;279110;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;401100;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279240 062026;0;STANDARD;67,00;EUR;09/06/2026;279240;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;615510;27158-FRA94800;GK0211899V;VFF;Facture AUTOVISION 279240 062026;1;STANDARD;55,83;EUR;09/06/2026;279240;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;445661;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279240 062026;0;STANDARD;11,17;EUR;09/06/2026;279240;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;401100;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279247 062026;0;STANDARD;67,00;EUR;09/06/2026;279247;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;615510;27158-FRA94800;GK0001064J;VFF;Facture AUTOVISION 279247 062026;1;STANDARD;55,83;EUR;09/06/2026;279247;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;445661;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279247 062026;0;STANDARD;11,17;EUR;09/06/2026;279247;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;401100;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279504 062026;0;STANDARD;67,00;EUR;17/06/2026;279504;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;615510;27158-FRA94800;GK0001015D;VFF;Facture AUTOVISION 279504 062026;1;STANDARD;55,83;EUR;17/06/2026;279504;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
25/08/2026;0001;445661;27158-FRA94800;GK0028795X;VFF;Facture AUTOVISION 279504 062026;0;STANDARD;11,17;EUR;17/06/2026;279504;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B;VHC03_SRC_FACTURESFOURNISSEURS_070826_152055;DACAR
