true;26/08/2026;0001;401050;0688;GL0054640R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;151,96;EUR;17/08/2026;0688K2608AUUF;;;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;;12570804;
false;26/08/2026;0001;602210;0688;GL0054640R;GAZ;VENTE DE GAZ;0,00001;STANDARD;39,90;EUR;17/08/2026;0688K2608AUUF;20,00;DEBOURS P1 GAZ STOCKAGE;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;1;12570804;49079895
false;26/08/2026;0001;602210;0688;GL0054640R;GAZ;VENTE DE GAZ;0,00001;STANDARD;86,73;EUR;17/08/2026;0688K2608AUUF;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;2;12570804;49079896
false;26/08/2026;0001;445660;0688;GL0054640R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;25,33;EUR;17/08/2026;0688K2608AUUF;20,00;;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;3;12570804;49079897
true;26/08/2026;0001;401050;0688;GL0054611H;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;106,99;EUR;17/08/2026;0688K2608AUUH;;;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;3;12570805;49079897
false;26/08/2026;0001;602210;0688;GL0054611H;GAZ;VENTE DE GAZ;0,00001;STANDARD;24,79;EUR;17/08/2026;0688K2608AUUH;20,00;DEBOURS P1 GAZ STOCKAGE;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;1;12570805;49079898
false;26/08/2026;0001;602210;0688;GL0054611H;GAZ;VENTE DE GAZ;0,00001;STANDARD;64,37;EUR;17/08/2026;0688K2608AUUH;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;2;12570805;49079899
false;26/08/2026;0001;445660;0688;GL0054611H;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;17,83;EUR;17/08/2026;0688K2608AUUH;20,00;;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;3;12570805;49079900
true;26/08/2026;0001;401050;0688;GL0054612J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;74,72;EUR;17/08/2026;0688K2608AUUK;;;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;3;12570806;49079900
false;26/08/2026;0001;602210;0688;GL0054612J;GAZ;VENTE DE GAZ;0,00001;STANDARD;17,31;EUR;17/08/2026;0688K2608AUUK;20,00;DEBOURS P1 GAZ STOCKAGE;;;17/08/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;CID;1;12570806;49079901
