DateArretComptable;CodeSociete;CompteLocal;IDFournisseurExterne;CodeTache;CodeFolio;Libelle;Quantite;Type;Montant;Devise;DatePiece;NumeroPiece;TauxTVA;Nature1;Nature2;TypeTVA;DateEcheance;IdScanFacture;OrigineScanFacture;CodeRegion;SourceFileId;ApplicationSource
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260403140 032026;0;STANDARD;7145,01;EUR;30/03/2026;20260403140;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001543D;VFF;Facture SERENITY CAR MONACO 20260403140 032026;3;STANDARD;1001,04;EUR;30/03/2026;20260403140;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260403140 032026;15;STANDARD;4953,09;EUR;30/03/2026;20260403140;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;445661;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260403140 032026;0;STANDARD;1190,88;EUR;30/03/2026;20260403140;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260403249 042026;0;STANDARD;10000,00;EUR;28/04/2026;20260403249;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260403249 042026;1;STANDARD;10000,00;EUR;28/04/2026;20260403249;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260503252 042026;0;STANDARD;7614,07;EUR;29/04/2026;20260503252;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260503252 042026;19;STANDARD;6423,19;EUR;29/04/2026;20260503252;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;445661;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260503252 042026;0;STANDARD;1190,88;EUR;29/04/2026;20260503252;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260503264 052026;0;STANDARD;10000,00;EUR;27/05/2026;20260503264;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260503264 052026;1;STANDARD;10000,00;EUR;27/05/2026;20260503264;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260603366 052026;0;STANDARD;8048,10;EUR;28/05/2026;20260603366;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260603366 052026;20;STANDARD;6857,22;EUR;28/05/2026;20260603366;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;445661;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260603366 052026;0;STANDARD;1190,88;EUR;28/05/2026;20260603366;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260703489 062026;0;STANDARD;8048,10;EUR;29/06/2026;20260703489;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260703489 062026;20;STANDARD;6857,22;EUR;29/06/2026;20260703489;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;445661;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260703489 062026;0;STANDARD;1190,88;EUR;29/06/2026;20260703489;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;401100;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260803599 072026;0;STANDARD;8048,10;EUR;27/07/2026;20260803599;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;613512;S00104683-MCO98000;GK0001546G;VFF;Facture SERENITY CAR MONACO 20260803599 072026;20;STANDARD;6857,22;EUR;27/07/2026;20260803599;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
25/08/2026;0930;445661;S00104683-MCO98000;GK0001479F;VFF;Facture SERENITY CAR MONACO 20260803599 072026;0;STANDARD;1190,88;EUR;27/07/2026;20260803599;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000007H;VHC03_SRC_FACTURESFOURNISSEURS_070826_120831;DACAR
